2025-09-10 12:44:35 | INFO     | FixChain | service:35 | Max iterations: 5
2025-09-10 12:44:35 | INFO     | FixChain | service:36 | Project key: my-app
2025-09-10 12:44:35 | INFO     | FixChain | service:37 | Scan directory: Flask_App
2025-09-10 12:44:35 | INFO     | FixChain | service:38 | Scan modes: ['bearer']
2025-09-10 12:44:35 | INFO     | FixChain | service:39 | Fix modes: ['llm']
2025-09-10 12:44:35 | INFO     | FixChain | service:61 | Validating default RAG dataset file...
2025-09-10 12:44:35 | INFO     | FixChain | service:69 | Dataset file validated: ../FixChain/data/mocks/sample_rag_bugs.json
2025-09-10 12:44:35 | INFO     | FixChain | service:140 | ===== ITERATION 1/5 =====
2025-09-10 12:44:35 | INFO     | FixChain | bearer:31 | Starting Bearer scan for project_key=my-app
2025-09-10 12:44:35 | INFO     | FixChain | bearer:72 | Running Bearer Docker scan
2025-09-10 12:44:36 | INFO     | FixChain | cli_service:44 | stdout: Analyzing codebase
2025-09-10 12:44:38 | INFO     | FixChain | cli_service:44 | stdout: Loading rules
2025-09-10 12:44:40 | INFO     | FixChain | cli_service:44 | stdout: Scanning target /scan
2025-09-10 12:44:42 | INFO     | FixChain | cli_service:44 | stdout: Running Detectors
2025-09-10 12:44:42 | INFO     | FixChain | cli_service:44 | stdout: Generating dataflow
2025-09-10 12:44:42 | INFO     | FixChain | cli_service:44 | stdout: Evaluating rules
2025-09-10 12:44:43 | INFO     | FixChain | bearer:91 | Reading Bearer results from: D:\VPAX\InnoLab\projects\bearer_results\bearer_results_my-app.json
2025-09-10 12:44:43 | INFO     | FixChain | bearer:96 | Found 5 Bearer security issues
2025-09-10 12:44:43 | INFO     | FixChain | service:146 | BEARER scanner found 5 bugs
2025-09-10 12:44:43 | INFO     | FixChain | service:148 | [{'key': 'bearer_python_lang_avoid_pickle_97c590b3c24fe6d7133f6e4d3358ab50_0', 'rule': 'python_lang_avoid_pickle', 'severity': 'BLOCKER', 'component': 'app.py', 'line': 126, 'message': 'Usage of unsafe Pickle libraries. ## Description\n\nUsing pickle, _pickle and cPickle can make your application vulnerable to unsafe code execution. This is because the deserialization logic of these libraries allows for arbitrary code ...', 'status': 'OPEN', 'type': 'VULNERABILITY', 'effort': '15min', 'debt': '15min', 'tags': ['security', 'bearer', 'critical', 'security', 'medium', 'cwe-502'], 'creationDate': '2025-09-10T12:44:43.905921', 'updateDate': '2025-09-10T12:44:43.905921', 'textRange': {'startLine': 126, 'endLine': 126, 'startOffset': 15, 'endOffset': 33}}, {'key': 'bearer_python_lang_insecure_http_2e018b6e4219d525e9e9f6283d2d8403_0', 'rule': 'python_lang_insecure_http', 'severity': 'BLOCKER', 'component': 'app.py', 'line': 187, 'message': 'Usage of insecure HTTP connection. ## Description\n\nYour application is at risk when it connects to APIs using insecure HTTP connections. This vulnerability occurs because HTTP lacks encryption, making data susceptible to interception a...', 'status': 'OPEN', 'type': 'VULNERABILITY', 'effort': '15min', 'debt': '15min', 'tags': ['security', 'bearer', 'critical', 'security', 'medium', 'cwe-319'], 'creationDate': '2025-09-10T12:44:43.905921', 'updateDate': '2025-09-10T12:44:43.905921', 'textRange': {'startLine': 187, 'endLine': 187, 'startOffset': 9, 'endOffset': 76}}, {'key': 'bearer_python_lang_jwt_verification_bypass_e53489cd0e178da1ee96baee89aee95e_0', 'rule': 'python_lang_jwt_verification_bypass', 'severity': 'BLOCKER', 'component': 'app.py', 'line': 139, 'message': 'Missing signature verification of JWT. ## Description\n\nFailing to verify the signature of JSON Web Tokens (JWTs) compromises the security of an application. Signature verification is crucial for confirming the authenticity and integrity of...', 'status': 'OPEN', 'type': 'VULNERABILITY', 'effort': '15min', 'debt': '15min', 'tags': ['security', 'bearer', 'critical', 'security', 'medium', 'cwe-347'], 'creationDate': '2025-09-10T12:44:43.905921', 'updateDate': '2025-09-10T12:44:43.905921', 'textRange': {'startLine': 139, 'endLine': 139, 'startOffset': 19, 'endOffset': 94}}, {'key': 'bearer_python_lang_ssl_verification_973982c3a3525d3706e7bd03aabb5970_0', 'rule': 'python_lang_ssl_verification', 'severity': 'CRITICAL', 'component': 'app.py', 'line': 90, 'message': 'Missing SSL certificate verification. ## Description\n\nMissing or optional SSL certificate verification can compromise the security of sensitive data. This vulnerability arises when an application fails to check for valid SSL certificates ...', 'status': 'OPEN', 'type': 'VULNERABILITY', 'effort': '15min', 'debt': '15min', 'tags': ['security', 'bearer', 'high', 'security', 'medium', 'cwe-295'], 'creationDate': '2025-09-10T12:44:43.906451', 'updateDate': '2025-09-10T12:44:43.906451', 'textRange': {'startLine': 90, 'endLine': 90, 'startOffset': 9, 'endOffset': 51}}, {'key': 'bearer_python_lang_weak_hash_md5_65c9c2496677f21552e48b34c59791e4_0', 'rule': 'python_lang_weak_hash_md5', 'severity': 'MAJOR', 'component': 'app.py', 'line': 48, 'message': 'Usage of weak hashing library (MDx). ## Description\n\nUsing a weak hashing library, such as MD5, increases the risk of data breaches. MD5 itself is vulnerable to collision attacks, where two different inputs can produce the same hash valu...', 'status': 'OPEN', 'type': 'VULNERABILITY', 'effort': '10min', 'debt': '10min', 'tags': ['security', 'bearer', 'medium', 'security', 'medium', 'cwe-328'], 'creationDate': '2025-09-10T12:44:43.906451', 'updateDate': '2025-09-10T12:44:43.906451', 'textRange': {'startLine': 48, 'endLine': 48, 'startOffset': 16, 'endOffset': 46}}]
2025-09-10 12:44:43 | INFO     | FixChain | service:154 | Iteration 1: 5 bugs total
2025-09-10 12:44:43 | INFO     | FixChain | service:95 | Reading source code from directory: D:\VPAX\InnoLab\projects\Flask_App
2025-09-10 12:44:45 | INFO     | FixChain | analysis_service:107 | Sending 5 bug(s) to Dify workflow (use_rag=True).
2025-09-10 12:44:45 | INFO     | FixChain | dify_client:71 | Dify run workflow: https://api.dify.ai/v1/workflows/run (mode=blocking)
2025-09-10 12:44:46 | ERROR    | FixChain | dify_client:89 | Dify API HTTP 400: {"code":"invalid_param","message":"1 validation error for VariableEntity\nmax_length\n  Unable to parse input string as an integer, exceeded maximum size [type=int_parsing_size, input_value=1e+29, input_type=float]\n    For further information visit https:\/\/errors.pydantic.dev\/2.11\/v\/int_parsin
2025-09-10 12:44:46 | ERROR    | FixChain | analysis_service:140 | Dify analysis error: 400 Client Error: BAD REQUEST for url: https://api.dify.ai/v1/workflows/run
2025-09-10 12:44:46 | INFO     | FixChain | service:185 | Dify analysis result: {'success': False, 'error': '400 Client Error: BAD REQUEST for url: https://api.dify.ai/v1/workflows/run', 'list_bugs': [], 'bugs_to_fix': 0}
2025-09-10 12:44:46 | INFO     | FixChain | service:190 | Dify identified 0 real bugs to fix
2025-09-10 12:44:46 | INFO     | FixChain | service:121 | === EXECUTION RESULT ===
2025-09-10 12:44:46 | INFO     | FixChain | service:122 | Project: my-app
2025-09-10 12:44:46 | INFO     | FixChain | service:123 | Total bugs fixed: 0
2025-09-10 12:44:46 | INFO     | FixChain | service:124 | Total iterations: 1
2025-09-10 12:44:46 | INFO     | FixChain | service:125 | Start time: 2025-09-10T12:44:35.674490
2025-09-10 12:44:46 | INFO     | FixChain | service:126 | End time: 2025-09-10T12:44:46.854097
2025-09-10 12:44:46 | INFO     | FixChain | service:129 | Iteration 1: 5 bugs found, 0 file fixed
2025-09-10 12:54:08 | INFO     | FixChain | service:35 | Max iterations: 5
2025-09-10 12:54:08 | INFO     | FixChain | service:36 | Project key: my-app
2025-09-10 12:54:08 | INFO     | FixChain | service:37 | Scan directory: Flask_App
2025-09-10 12:54:08 | INFO     | FixChain | service:38 | Scan modes: ['bearer']
2025-09-10 12:54:08 | INFO     | FixChain | service:39 | Fix modes: ['llm']
2025-09-10 12:54:08 | INFO     | FixChain | service:61 | Validating default RAG dataset file...
2025-09-10 12:54:08 | INFO     | FixChain | service:69 | Dataset file validated: ../FixChain/data/mocks/sample_rag_bugs.json
2025-09-10 12:54:08 | INFO     | FixChain | service:140 | ===== ITERATION 1/5 =====
2025-09-10 12:54:08 | INFO     | FixChain | bearer:31 | Starting Bearer scan for project_key=my-app
2025-09-10 12:54:08 | INFO     | FixChain | bearer:56 | Removed existing Bearer results file: D:\VPAX\InnoLab\projects\bearer_results\bearer_results_my-app.json
2025-09-10 12:54:08 | INFO     | FixChain | bearer:72 | Running Bearer Docker scan
2025-09-10 12:54:10 | INFO     | FixChain | cli_service:44 | stdout: Analyzing codebase
2025-09-10 12:54:12 | INFO     | FixChain | cli_service:44 | stdout: Loading rules
2025-09-10 12:54:13 | INFO     | FixChain | cli_service:44 | stdout: Scanning target /scan
2025-09-10 12:54:16 | INFO     | FixChain | cli_service:44 | stdout: Running Detectors
2025-09-10 12:54:16 | INFO     | FixChain | cli_service:44 | stdout: Generating dataflow
2025-09-10 12:54:16 | INFO     | FixChain | cli_service:44 | stdout: Evaluating rules
2025-09-10 12:54:18 | INFO     | FixChain | bearer:91 | Reading Bearer results from: D:\VPAX\InnoLab\projects\bearer_results\bearer_results_my-app.json
2025-09-10 12:54:18 | INFO     | FixChain | bearer:96 | Found 5 Bearer security issues
2025-09-10 12:54:18 | INFO     | FixChain | service:146 | BEARER scanner found 5 bugs
2025-09-10 12:54:18 | INFO     | FixChain | service:148 | [{'key': 'bearer_python_lang_avoid_pickle_97c590b3c24fe6d7133f6e4d3358ab50_0', 'rule': 'python_lang_avoid_pickle', 'severity': 'BLOCKER', 'component': 'app.py', 'line': 126, 'message': 'Usage of unsafe Pickle libraries. ## Description\n\nUsing pickle, _pickle and cPickle can make your application vulnerable to unsafe code execution. This is because the deserialization logic of these libraries allows for arbitrary code ...', 'status': 'OPEN', 'type': 'VULNERABILITY', 'effort': '15min', 'debt': '15min', 'tags': ['security', 'bearer', 'critical', 'security', 'medium', 'cwe-502'], 'creationDate': '2025-09-10T12:54:18.177909', 'updateDate': '2025-09-10T12:54:18.177909', 'textRange': {'startLine': 126, 'endLine': 126, 'startOffset': 15, 'endOffset': 33}}, {'key': 'bearer_python_lang_insecure_http_2e018b6e4219d525e9e9f6283d2d8403_0', 'rule': 'python_lang_insecure_http', 'severity': 'BLOCKER', 'component': 'app.py', 'line': 187, 'message': 'Usage of insecure HTTP connection. ## Description\n\nYour application is at risk when it connects to APIs using insecure HTTP connections. This vulnerability occurs because HTTP lacks encryption, making data susceptible to interception a...', 'status': 'OPEN', 'type': 'VULNERABILITY', 'effort': '15min', 'debt': '15min', 'tags': ['security', 'bearer', 'critical', 'security', 'medium', 'cwe-319'], 'creationDate': '2025-09-10T12:54:18.177909', 'updateDate': '2025-09-10T12:54:18.177909', 'textRange': {'startLine': 187, 'endLine': 187, 'startOffset': 9, 'endOffset': 76}}, {'key': 'bearer_python_lang_jwt_verification_bypass_e53489cd0e178da1ee96baee89aee95e_0', 'rule': 'python_lang_jwt_verification_bypass', 'severity': 'BLOCKER', 'component': 'app.py', 'line': 139, 'message': 'Missing signature verification of JWT. ## Description\n\nFailing to verify the signature of JSON Web Tokens (JWTs) compromises the security of an application. Signature verification is crucial for confirming the authenticity and integrity of...', 'status': 'OPEN', 'type': 'VULNERABILITY', 'effort': '15min', 'debt': '15min', 'tags': ['security', 'bearer', 'critical', 'security', 'medium', 'cwe-347'], 'creationDate': '2025-09-10T12:54:18.178427', 'updateDate': '2025-09-10T12:54:18.178427', 'textRange': {'startLine': 139, 'endLine': 139, 'startOffset': 19, 'endOffset': 94}}, {'key': 'bearer_python_lang_ssl_verification_973982c3a3525d3706e7bd03aabb5970_0', 'rule': 'python_lang_ssl_verification', 'severity': 'CRITICAL', 'component': 'app.py', 'line': 90, 'message': 'Missing SSL certificate verification. ## Description\n\nMissing or optional SSL certificate verification can compromise the security of sensitive data. This vulnerability arises when an application fails to check for valid SSL certificates ...', 'status': 'OPEN', 'type': 'VULNERABILITY', 'effort': '15min', 'debt': '15min', 'tags': ['security', 'bearer', 'high', 'security', 'medium', 'cwe-295'], 'creationDate': '2025-09-10T12:54:18.178427', 'updateDate': '2025-09-10T12:54:18.178427', 'textRange': {'startLine': 90, 'endLine': 90, 'startOffset': 9, 'endOffset': 51}}, {'key': 'bearer_python_lang_weak_hash_md5_65c9c2496677f21552e48b34c59791e4_0', 'rule': 'python_lang_weak_hash_md5', 'severity': 'MAJOR', 'component': 'app.py', 'line': 48, 'message': 'Usage of weak hashing library (MDx). ## Description\n\nUsing a weak hashing library, such as MD5, increases the risk of data breaches. MD5 itself is vulnerable to collision attacks, where two different inputs can produce the same hash valu...', 'status': 'OPEN', 'type': 'VULNERABILITY', 'effort': '10min', 'debt': '10min', 'tags': ['security', 'bearer', 'medium', 'security', 'medium', 'cwe-328'], 'creationDate': '2025-09-10T12:54:18.178427', 'updateDate': '2025-09-10T12:54:18.178427', 'textRange': {'startLine': 48, 'endLine': 48, 'startOffset': 16, 'endOffset': 46}}]
2025-09-10 12:54:18 | INFO     | FixChain | service:154 | Iteration 1: 5 bugs total
2025-09-10 12:54:18 | INFO     | FixChain | service:95 | Reading source code from directory: D:\VPAX\InnoLab\projects\Flask_App
2025-09-10 12:54:20 | INFO     | FixChain | analysis_service:107 | Sending 5 bug(s) to Dify workflow (use_rag=True).
2025-09-10 12:54:20 | INFO     | FixChain | dify_client:71 | Dify run workflow: https://api.dify.ai/v1/workflows/run (mode=blocking)
